Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,LocationLevel,CityorRegency,Province,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,TotalDeathsper100rb,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
1/3/2021,ID-PB,Papua Barat,15,0,52,-37,6027,101,5538,388,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,13.15,5283.59,0,88.54,8.85,0.02,0.92,0.88,0
7/8/2021,ID-BE,Bengkulu,264,1,92,171,11570,194,9453,1923,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,132.03,5786.33,0.5,97.02,9.7,0.02,0.82,1.16,
2/17/2021,ID-PB,Papua Barat,48,0,7,41,7084,119,6414,551,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,42.08,6210.22,0,104.32,10.43,0.02,0.91,6,1
2/19/2021,ID-PB,Papua Barat,14,0,8,6,7123,120,6451,552,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,12.27,6244.41,0,105.2,10.52,0.02,0.91,0.56,0
7/15/2021,ID-BE,Bengkulu,372,0,123,249,12964,218,10134,2612,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,186.04,6483.49,0,109.03,10.9,0.02,0.78,1.51,1
3/3/2021,ID-PB,Papua Barat,47,0,29,18,7517,126,6879,512,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,41.2,6589.81,0,110.46,11.05,0.02,0.92,1.62,1
7/23/2021,ID-MA,Maluku,121,7,155,-41,12792,215,8690,3887,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,65.51,6925.46,3.79,116.4,11.64,0.02,0.68,1.61,0.78
7/28/2021,ID-MA,Maluku,87,0,139,-52,13239,222,9300,3717,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,47.1,7167.46,0,120.19,12.02,0.02,0.70,0.77,0
7/30/2021,ID-MA,Maluku,49,3,92,-46,13356,225,9497,3634,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,26.53,7230.81,1.62,121.81,12.18,0.02,0.71,0.72,
8/1/2021,ID-MA,Maluku,33,0,63,-30,13432,226,9710,3496,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,17.87,7271.95,0,122.35,12.24,0.02,0.72,0.77,0
8/10/2021,ID-MA,Maluku,171,0,152,19,13908,234,10745,2929,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,92.58,7529.65,0,126.69,12.67,0.02,0.77,2.22,1
8/11/2021,ID-MA,Maluku,42,0,111,-69,13950,234,10856,2860,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,22.74,7552.39,0,126.69,12.67,0.02,0.78,0.25,1
8/12/2021,ID-MA,Maluku,28,1,97,-70,13978,235,10953,2790,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,15.16,7567.55,0.54,127.23,12.72,0.02,0.78,0.67,
5/1/2021,ID-PB,Papua Barat,32,0,32,0,8974,151,8546,277,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,28.05,7867.09,0,132.37,13.24,0.02,0.95,3.56,0
5/2/2021,ID-PB,Papua Barat,12,0,9,3,8986,151,8555,280,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,10.52,7877.61,0,132.37,13.24,0.02,0.95,0.38,1
5/8/2021,ID-PB,Papua Barat,10,0,18,-8,9081,153,8691,237,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,8.77,7960.89,0,134.13,13.41,0.02,0.96,0.33,1
5/9/2021,ID-PB,Papua Barat,8,0,21,-13,9089,153,8712,224,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,7.01,7967.91,0,134.13,13.41,0.02,0.96,0.8,1
5/10/2021,ID-PB,Papua Barat,6,0,14,-8,9095,153,8726,216,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,5.26,7973.17,0,134.13,13.41,0.02,0.96,0.75,1
5/11/2021,ID-PB,Papua Barat,21,0,21,0,9116,153,8747,216,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,18.41,7991.58,0,134.13,13.41,0.02,0.96,3.5,1
5/16/2021,ID-PB,Papua Barat,6,1,14,-9,9155,154,8821,180,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,5.26,8025.77,0.88,135,13.5,0.02,0.96,1.2,
7/17/2021,ID-BB,Kepulauan Bangka Belitung,486,15,157,314,26469,445,22099,3925,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,352.23,19183.67,10.87,322.52,32.25,0.02,0.83,1.06,1.36
1/12/2021,ID-JK,DKI Jakarta,2669,34,1657,978,211251,3551,188600,19100,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,246.08,19477.06,3.13,327.4,32.74,0.02,0.89,1.08,1.1
3/10/2021,ID-JK,DKI Jakarta,1046,45,1477,-476,354110,5939,342081,6090,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,96.44,32648.47,4.15,547.57,54.76,0.02,0.97,1.21,1
3/11/2021,ID-JK,DKI Jakarta,1754,25,980,749,355864,5964,343061,6839,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,161.72,32810.18,2.3,549.87,54.99,0.02,0.96,1.68,0.56
3/12/2021,ID-JK,DKI Jakarta,1872,50,1263,559,357736,6014,344324,7398,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,172.6,32982.78,4.61,554.48,55.45,0.02,0.96,1.07,2
3/13/2021,ID-JK,DKI Jakarta,1034,10,577,447,358770,6024,344901,7845,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,95.33,33078.11,0.92,555.4,55.54,0.02,0.96,0.55,0.2
3/14/2021,ID-JK,DKI Jakarta,1204,36,2367,-1199,359974,6060,347268,6646,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,111.01,33189.12,3.32,558.72,55.87,0.02,0.96,1.16,3.6
3/17/2021,ID-JK,DKI Jakarta,1330,3,1183,144,363694,6118,351704,5872,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,122.62,33532.1,0.28,564.07,56.41,0.02,0.97,1.59,0.15
3/18/2021,ID-JK,DKI Jakarta,1719,20,1168,531,365413,6138,352872,6403,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,158.49,33690.59,1.84,565.92,56.59,0.02,0.97,1.29,6.67
3/19/2021,ID-JK,DKI Jakarta,1588,24,1174,390,367001,6162,354046,6793,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,146.41,33837,2.21,568.13,56.81,0.02,0.96,0.92,1.2
3/20/2021,ID-JK,DKI Jakarta,1935,22,1184,729,368936,6184,355230,7522,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,178.4,34015.4,2.03,570.16,57.02,0.02,0.96,1.22,0.92
6/4/2021,ID-JK,DKI Jakarta,906,20,814,72,432796,7250,414487,11059,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,83.53,39903.21,1.84,668.44,66.84,0.02,0.96,1.27,0.95
6/5/2021,ID-JK,DKI Jakarta,1317,22,828,467,434113,7272,415315,11526,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,121.43,40024.64,2.03,670.47,67.05,0.02,0.96,1.45,1.1
6/6/2021,ID-JK,DKI Jakarta,1019,20,884,115,435132,7292,416199,11641,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,93.95,40118.59,1.84,672.31,67.23,0.02,0.96,0.77,0.91
6/7/2021,ID-JK,DKI Jakarta,1197,20,874,303,436329,7312,417073,11944,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,110.36,40228.95,1.84,674.16,67.42,0.02,0.96,1.17,1
6/8/2021,ID-JK,DKI Jakarta,755,20,948,-213,437084,7332,418021,11731,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,69.61,40298.56,1.84,676,67.6,0.02,0.96,0.63,1
6/9/2021,ID-JK,DKI Jakarta,1376,14,1112,250,438460,7346,419133,11981,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,126.87,40425.42,1.29,677.29,67.73,0.02,0.96,1.82,0.7
2/8/2021,ID-BB,Kepulauan Bangka Belitung,95,3,77,15,5433,91,4561,781,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,68.85,3937.62,2.17,65.95,6.6,0.02,0.84,1,3
1/17/2021,ID-SN,Sulawesi Selatan,674,2,506,166,41034,686,35023,5325,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,71.5,4352.87,0.21,72.77,7.28,0.02,0.85,1.02,0.17
6/27/2021,ID-MA,Maluku,51,1,17,33,8347,139,7600,608,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,27.61,4518.98,0.54,75.25,7.53,0.02,0.91,1.7,1
1/1/2021,ID-PB,Papua Barat,16,1,4,11,5995,100,5453,442,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,14.03,5255.54,0.88,87.67,8.77,0.02,0.91,0.48,
1/4/2021,ID-PB,Papua Barat,11,0,37,-26,6038,101,5575,362,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,9.64,5293.24,0,88.54,8.85,0.02,0.92,0.73,1
1/9/2021,ID-PB,Papua Barat,23,1,4,18,6161,103,5663,395,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,20.16,5401.06,0.88,90.3,9.03,0.02,0.92,0.92,1
1/12/2021,ID-PB,Papua Barat,32,1,13,18,6246,104,5696,446,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,28.05,5475.58,0.88,91.17,9.12,0.02,0.91,1.23,
1/13/2021,ID-PB,Papua Barat,24,1,14,9,6270,105,5710,455,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,21.04,5496.62,0.88,92.05,9.2,0.02,0.91,0.75,1
1/14/2021,ID-PB,Papua Barat,14,0,5,9,6284,105,5715,464,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,12.27,5508.89,0,92.05,9.2,0.02,0.91,0.58,0
1/15/2021,ID-PB,Papua Barat,20,0,12,8,6304,105,5727,472,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,17.53,5526.43,0,92.05,9.2,0.02,0.91,1.43,1
3/4/2021,ID-PB,Papua Barat,27,0,37,-10,7544,126,6916,502,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,23.67,6613.48,0,110.46,11.05,0.02,0.92,0.57,1
7/24/2021,ID-MA,Maluku,92,0,68,24,12884,215,8758,3911,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,49.81,6975.27,0,116.4,11.64,0.02,0.68,0.76,0
4/6/2021,ID-BB,Kepulauan Bangka Belitung,62,2,38,22,9817,164,8822,831,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,44.94,7114.97,1.45,118.86,11.89,0.02,0.90,0.61,1
4/7/2021,ID-BB,Kepulauan Bangka Belitung,72,1,69,2,9889,165,8891,833,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,52.18,7167.15,0.72,119.59,11.96,0.02,0.90,1.16,0.5
7/29/2021,ID-MA,Maluku,68,0,105,-37,13307,222,9405,3680,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,36.81,7204.28,0,120.19,12.02,0.02,0.71,0.78,1
4/10/2021,ID-BB,Kepulauan Bangka Belitung,54,2,92,-40,10109,169,9162,778,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,39.14,7326.6,1.45,122.48,12.25,0.02,0.91,0.76,1
4/12/2021,ID-BB,Kepulauan Bangka Belitung,81,2,57,22,10373,173,9361,839,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,58.71,7517.94,1.45,125.38,12.54,0.02,0.90,0.44,1
4/28/2021,ID-PB,Papua Barat,33,3,21,9,8912,149,8404,359,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,28.93,7812.74,2.63,130.62,13.06,0.02,0.94,0.87,3
4/29/2021,ID-PB,Papua Barat,21,0,73,-52,8933,149,8477,307,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,18.41,7831.15,0,130.62,13.06,0.02,0.95,0.64,0
5/12/2021,ID-PB,Papua Barat,23,0,6,17,9139,153,8753,233,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,20.16,8011.74,0,134.13,13.41,0.02,0.96,1.1,1
5/13/2021,ID-PB,Papua Barat,2,0,28,-26,9141,153,8781,207,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,1.75,8013.49,0,134.13,13.41,0.02,0.96,0.09,1
5/14/2021,ID-PB,Papua Barat,3,0,12,-9,9144,153,8793,198,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,2.63,8016.12,0,134.13,13.41,0.02,0.96,1.5,1
5/15/2021,ID-PB,Papua Barat,5,0,14,-9,9149,153,8807,189,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,4.38,8020.51,0,134.13,13.41,0.02,0.96,1.67,1
8/8/2021,ID-SN,Sulawesi Selatan,735,28,726,-19,91351,1530,76791,13030,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,77.97,9690.48,2.97,162.3,16.23,0.02,0.84,0.88,1.33
1/13/2021,ID-JK,DKI Jakarta,3476,45,2952,479,214727,3596,191552,19579,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,320.48,19797.54,4.15,331.55,33.15,0.02,0.89,1.3,1.32
1/14/2021,ID-JK,DKI Jakarta,3165,43,2075,1047,217892,3639,193627,20626,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,291.81,20089.35,3.96,335.51,33.55,0.02,0.89,0.91,0.96
1/15/2021,ID-JK,DKI Jakarta,2541,35,2490,16,220433,3674,196117,20642,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,234.28,20323.63,3.23,338.74,33.87,0.02,0.89,0.8,0.81
3/9/2021,ID-JK,DKI Jakarta,867,45,1643,-821,353064,5894,340604,6566,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,79.94,32552.03,4.15,543.42,54.34,0.02,0.96,0.49,0.94
3/21/2021,ID-JK,DKI Jakarta,1638,23,1884,-269,370574,6207,357114,7253,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,151.02,34166.43,2.12,572.28,57.23,0.02,0.96,0.85,1.05
8/2/2021,ID-KU,Kalimantan Utara,254,14,101,139,22206,371,15837,5998,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,391.73,34247.01,21.59,572.17,57.22,0.02,0.71,0.48,1.4
3/22/2021,ID-JK,DKI Jakarta,1474,8,1715,-249,372048,6215,358829,7004,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,135.9,34302.33,0.74,573.01,57.3,0.02,0.96,0.9,0.35
3/23/2021,ID-JK,DKI Jakarta,816,11,1691,-886,372864,6226,360520,6118,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,75.23,34377.56,1.01,574.03,57.4,0.02,0.97,0.55,1.38
3/24/2021,ID-JK,DKI Jakarta,890,11,1986,-1107,373754,6237,362506,5011,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,82.06,34459.62,1.01,575.04,57.5,0.02,0.97,1.09,1
8/3/2021,ID-KU,Kalimantan Utara,475,8,573,-106,22681,379,16410,5892,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,732.56,34979.57,12.34,584.51,58.45,0.02,0.72,1.87,0.57
5/19/2021,ID-JK,DKI Jakarta,611,19,197,395,420454,7002,405742,7710,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,56.33,38765.29,1.75,645.57,64.56,0.02,0.97,2.79,1.27
5/20/2021,ID-JK,DKI Jakarta,895,20,96,779,421349,7022,405838,8489,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,82.52,38847.81,1.84,647.42,64.74,0.02,0.96,1.46,1.05
5/21/2021,ID-JK,DKI Jakarta,856,16,100,740,422205,7038,405938,9229,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,78.92,38926.73,1.48,648.89,64.89,0.02,0.96,0.96,0.8
5/22/2021,ID-JK,DKI Jakarta,932,12,397,523,423137,7050,406335,9752,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,85.93,39012.66,1.11,650,65,0.02,0.96,1.09,0.75
5/23/2021,ID-JK,DKI Jakarta,867,12,340,515,424004,7062,406675,10267,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,79.94,39092.6,1.11,651.11,65.11,0.02,0.96,0.93,1
5/25/2021,ID-JK,DKI Jakarta,384,14,506,-136,425207,7086,407483,10638,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,35.4,39203.51,1.29,653.32,65.33,0.02,0.96,0.47,1.4
5/26/2021,ID-JK,DKI Jakarta,617,11,516,90,425824,7097,407999,10728,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,56.89,39260.4,1.01,654.33,65.43,0.02,0.96,1.61,0.79
5/27/2021,ID-JK,DKI Jakarta,940,18,586,336,426764,7115,408585,11064,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,86.67,39347.07,1.66,655.99,65.6,0.02,0.96,1.52,1.64
5/28/2021,ID-JK,DKI Jakarta,602,19,908,-325,427366,7134,409493,10739,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,55.5,39402.57,1.75,657.75,65.77,0.02,0.96,0.64,1.06
5/29/2021,ID-JK,DKI Jakarta,898,12,998,-112,428264,7146,410491,10627,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,82.79,39485.37,1.11,658.85,65.89,0.02,0.96,1.49,0.63
5/30/2021,ID-JK,DKI Jakarta,1064,13,1004,47,429328,7159,411495,10674,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,98.1,39583.46,1.2,660.05,66.01,0.02,0.96,1.18,1.08
5/31/2021,ID-JK,DKI Jakarta,726,19,581,126,430054,7178,412076,10800,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,66.94,39650.4,1.75,661.8,66.18,0.02,0.96,0.68,1.46
6/1/2021,ID-JK,DKI Jakarta,519,11,509,-1,430573,7189,412585,10799,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,47.85,39698.25,1.01,662.82,66.28,0.02,0.96,0.71,0.58
6/2/2021,ID-JK,DKI Jakarta,602,20,587,-5,431175,7209,413172,10794,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,55.5,39753.76,1.84,664.66,66.47,0.02,0.96,1.16,1.82
6/3/2021,ID-JK,DKI Jakarta,715,21,501,193,431890,7230,413673,10987,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,65.92,39819.68,1.94,666.6,66.66,0.02,0.96,1.19,1.05
6/10/2021,ID-JK,DKI Jakarta,2091,25,1105,961,440551,7371,420238,12942,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,192.79,40618.21,2.3,679.6,67.96,0.02,0.95,1.52,1.79
